ZipCode,RegionID,ZipCode,City,State,Metro,CountyName,SizeRank
98144,99595,98144,Seattle,WA,Seattle-Tacoma-Bellevue,King County,2587
02908,58983,02908,Providence,RI,Providence-Warwick,Providence County,2588
85143,94835,85143,San Tan Valley,AZ,Phoenix-Mesa-Scottsdale,Pinal County,2589
44133,77033,44133,North Royalton,OH,Cleveland-Elyria,Cuyahoga County,2590
49505,79781,49505,Grand Rapids,MI,Grand Rapids-Wyoming,Kent County,2591
49341,79707,49341,Rockford,MI,Grand Rapids-Wyoming,Kent County,2592
02816,58917,02816,Coventry,RI,Providence-Warwick,Kent County,2593
11756,62232,11756,Levittown,NY,New York-Newark-Jersey City,Nassau County,2594
21136,66794,21136,Reisterstown,MD,Baltimore-Columbia-Towson,Baltimore County,2595
32958,72327,32958,Sebastian,FL,Sebastian-Vero Beach,Indian River County,2596
48021,78907,48021,Eastpointe,MI,Detroit-Warren-Dearborn,Macomb County,2597
90068,96049,90068,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2598
84065,94430,84065,Riverton,UT,Salt Lake City,Salt Lake County,2599
93458,97286,93458,Santa Maria,CA,Santa Maria-Santa Barbara,Santa Barbara County,2600
20170,66260,20170,Herndon,VA,Washington-Arlington-Alexandria,Fairfax County,2601
72956,89835,72956,Van Buren,AR,Fort Smith,Crawford County,2602
91505,96437,91505,Burbank,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2603
33709,72772,33709,Kenneth City,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,2604
97211,99125,97211,Portland,OR,Portland-Vancouver-Hillsboro,Multnomah County,2605
20783,66630,20783,Chillum,MD,Washington-Arlington-Alexandria,Prince Georges County,2606
42001,76178,42001,Paducah,KY,Paducah,McCracken County,2607
84062,94427,84062,Pleasant Grove,UT,Provo-Orem,Utah County,2608
21742,67012,21742,Hagerstown,MD,Hagerstown-Martinsburg,Washington County,2609
85048,94763,85048,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,2610
07740,60786,07740,Long Branch,NJ,New York-Newark-Jersey City,Monmouth County,2611
92867,97065,92867,Orange,CA,Los Angeles-Long Beach-Anaheim,Orange County,2612
33334,72552,33334,Oakland Park,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,2613
91107,96295,91107,Pasadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2614
40241,75585,40241,Louisville,KY,Louisville/Jefferson County,Jefferson County,2615
54401,81650,54401,Wausau,WI,Wausau,Marathon County,2616
33990,72949,33990,Cape Coral,FL,Cape Coral-Fort Myers,Lee County,2617
29841,70734,29841,North Augusta,SC,Augusta-Richmond County,Aiken County,2618
93401,97241,93401,San Luis Obispo,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,2619
50701,80532,50701,Waterloo,IA,Waterloo-Cedar Falls,Black Hawk County,2621
22701,67356,22701,Culpeper,VA,Washington-Arlington-Alexandria,Culpeper County,2622
48640,79301,48640,Midland,MI,Midland,Midland County,2623
60901,84696,60901,Kankakee,IL,Kankakee,Kankakee County,2624
33071,72400,33071,Coral Springs,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,2625
85212,94807,85212,Mesa,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,2626
29349,70420,29349,Inman,SC,Spartanburg,Spartanburg County,2627
53208,81288,53208,Milwaukee,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,2628
62025,85270,62025,Edwardsville,IL,St. Louis,Madison County,2629
03301,59110,03301,Concord,NH,Concord,Merrimack County,2630
54914,81971,54914,Appleton,WI,Appleton,Outagamie County,2631
90032,96013,90032,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2632
90012,95993,90012,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2633
77380,91890,77380,The Woodlands,TX,Houston-The Woodlands-Sugar Land,Montgomery County,2634
30060,70840,30060,Marietta,GA,Atlanta-Sandy Springs-Roswell,Cobb County,2635
93036,97107,93036,Oxnard,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,2636
23229,67604,23229,Henrico,VA,Richmond,Henrico County,2637
60543,84572,60543,Oswego,IL,Chicago-Naperville-Elgin,Kendall County,2638
85014,94730,85014,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,2639
91750,96494,91750,La Verne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2640
30030,70815,30030,Decatur,GA,Atlanta-Sandy Springs-Roswell,Dekalb County,2641
36832,74058,36832,Auburn,AL,Auburn-Opelika,Lee County,2643
75252,90804,75252,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,2645
37876,74533,37876,Sevierville,TN,Sevierville,Sevier County,2646
46544,78173,46544,Mishawaka,IN,South Bend-Mishawaka,Saint Joseph County,2647
40511,75714,40511,Lexington,KY,Lexington-Fayette,Fayette County,2648
56401,82846,56401,Brainerd,MN,Brainerd,Crow Wing County,2649
60517,84551,60517,Woodridge,IL,Chicago-Naperville-Elgin,DuPage County,2650
70454,88607,70454,Ponchatoula,LA,Hammond,Tangipahoa Parish,2651
33801,72826,33801,Lakeland,FL,Lakeland-Winter Haven,Polk County,2652
38104,74642,38104,Memphis,TN,Memphis,Shelby County,2653
92264,96769,92264,Palm Springs,CA,Riverside-San Bernardino-Ontario,Riverside County,2654
28270,69817,28270,Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,2655
28056,69690,28056,Gastonia,NC,Charlotte-Concord-Gastonia,Gaston County,2656
32086,71778,32086,Saint Augustine,FL,Jacksonville,Saint Johns County,2657
32301,71912,32301,Tallahassee,FL,Tallahassee,Leon County,2658
60659,84655,60659,Chicago,IL,Chicago-Naperville-Elgin,Cook County,2659
32211,71865,32211,Jacksonville,FL,Jacksonville,Duval County,2660
32168,71833,32168,New Smyrna Beach,FL,Deltona-Daytona Beach-Ormond Beach,Volusia County,2661
97703,753843,97703,Bend,OR,Bend-Redmond,Deschutes County,2662
22630,67335,22630,Front Royal,VA,Washington-Arlington-Alexandria,Warren County,2663
94520,97728,94520,Concord,CA,San Francisco-Oakland-Hayward,Contra Costa County,2664
77389,91899,77389,The Woodlands,TX,Houston-The Woodlands-Sugar Land,Montgomery County,2665
91206,96325,91206,Glendale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2666
44805,77326,44805,Ashland,OH,Ashland,Ashland County,2667
71901,89244,71901,Hot Springs,AR,Hot Springs,Garland County,2668
01810,58495,01810,Andover,MA,Boston-Cambridge-Newton,Essex County,2669
34608,73144,34608,Spring Hill,FL,Tampa-St. Petersburg-Clearwater,Hernando County,2670
36303,73817,36303,Dothan,AL,Dothan,Houston County,2671
90807,96241,90807,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2672
60060,84318,60060,Mundelein,IL,Chicago-Naperville-Elgin,Lake County,2673
98201,99625,98201,Everett,WA,Seattle-Tacoma-Bellevue,Snohomish County,2674
33903,72896,33903,North Fort Myers,FL,Cape Coral-Fort Myers,Lee County,2675
01701,58458,01701,Framingham,MA,Boston-Cambridge-Newton,Middlesex County,2676
10305,61781,10305,New York,NY,New York-Newark-Jersey City,Richmond County,2677
60446,84497,60446,Romeoville,IL,Chicago-Naperville-Elgin,Will County,2678
29642,70623,29642,Easley,SC,Greenville-Anderson-Mauldin,Pickens County,2679
85140,399654,85140,Queen Creek,AZ,Phoenix-Mesa-Scottsdale,Pinal County,2680
37803,74482,37803,Maryville,TN,Knoxville,Blount County,2681
37923,74560,37923,Knoxville,TN,Knoxville,Knox County,2682
08820,61189,08820,Edison,NJ,New York-Newark-Jersey City,Middlesex County,2683
76132,91275,76132,Fort Worth,TX,Dallas-Fort Worth-Arlington,Tarrant County,2684
14304,63505,14304,Niagara Falls,NY,Buffalo-Cheektowaga-Niagara Falls,Niagara County,2685
60005,84274,60005,Arlington Heights,IL,Chicago-Naperville-Elgin,Cook County,2686
19426,65919,19426,Upper Providence,PA,Philadelphia-Camden-Wilmington,Montgomery County,2687
85323,94900,85323,Avondale,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,2688
77093,91742,77093,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,2689
20007,66131,20007,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2690
96740,98877,96740,Kailua Kona,HI,Hilo,Hawaii County,2691
34134,73013,34134,Bonita Springs,FL,Cape Coral-Fort Myers,Lee County,2692
77566,92032,77566,Lake Jackson,TX,Houston-The Woodlands-Sugar Land,Brazoria County,2693
97236,99147,97236,Portland,OR,Portland-Vancouver-Hillsboro,Multnomah County,2694
02886,58965,02886,Warwick,RI,Providence-Warwick,Kent County,2695
24073,67965,24073,Christiansburg,VA,Blacksburg-Christiansburg-Radford,Montgomery County,2696
33823,72839,33823,Auburndale,FL,Lakeland-Winter Haven,Polk County,2697
30308,71028,30308,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,2698
33460,72619,33460,Lake Worth,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,2699
55311,82164,55311,Maple Grove,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,2700
33432,72598,33432,Boca Raton,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,2701
30265,70993,30265,Newnan,GA,Atlanta-Sandy Springs-Roswell,Coweta County,2702
50322,80293,50322,Urbandale,IA,Des Moines-West Des Moines,Polk County,2703
77340,91854,77340,Huntsville,TX,Huntsville,Walker County,2705
19116,65784,19116,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,2706
47711,78730,47711,Evansville,IN,Evansville,Vanderburgh County,2707
42071,76219,42071,Murray,KY,Murray,Calloway County,2708
61107,84825,61107,Rockford,IL,Rockford,Winnebago County,2709
54016,81540,54016,Hudson,WI,Minneapolis-St. Paul-Bloomington,Saint Croix County,2710
15227,63958,15227,Brentwood,PA,Pittsburgh,Allegheny County,2711
33705,72768,33705,Saint Petersburg,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,2712
14626,63647,14626,Greece,NY,Rochester,Monroe County,2713
90033,96014,90033,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2714
07109,60613,07109,Belleville,NJ,New York-Newark-Jersey City,Essex County,2715
02150,58662,02150,Chelsea,MA,Boston-Cambridge-Newton,Suffolk County,2716
33803,72828,33803,Lakeland,FL,Lakeland-Winter Haven,Polk County,2717
77034,91683,77034,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,2718
95662,98353,95662,Orangevale,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,2719
22102,67148,22102,McLean,VA,Washington-Arlington-Alexandria,Fairfax County,2720
79763,93072,79763,Odessa,TX,Odessa,Ector County,2721
84067,94432,84067,Roy,UT,Ogden-Clearfield,Weber County,2722
90063,96044,90063,East Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2723
98444,99808,98444,Parkland,WA,Seattle-Tacoma-Bellevue,Pierce County,2724
92831,97039,92831,Fullerton,CA,Los Angeles-Long Beach-Anaheim,Orange County,2725
81005,93633,81005,Pueblo,CO,Pueblo,Pueblo County,2726
14226,63483,14226,Amherst,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,2727
15146,63928,15146,Monroeville,PA,Pittsburgh,Allegheny County,2728
90806,96240,90806,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2729
93905,97470,93905,Salinas,CA,Salinas,Monterey County,2730
95116,97984,95116,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2731
06340,60256,06340,Groton,CT,Norwich-New London,New London County,2733
42141,76248,42141,Glasgow,KY,Glasgow,Barren County,2734
87107,95302,87107,Albuquerque,NM,Albuquerque,Bernalillo County,2735
60101,84355,60101,Addison,IL,Chicago-Naperville-Elgin,DuPage County,2736
27804,69504,27804,Rocky Mount,NC,Rocky Mount,Nash County,2737
19141,65808,19141,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,2738
02720,58871,02720,Fall River,MA,Providence-Warwick,Bristol County,2739
92065,96619,92065,Ramona,CA,San Diego-Carlsbad,San Diego County,2740
89135,95831,89135,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,2741
01020,58209,01020,Chicopee,MA,Springfield,Hampden County,2742
34990,73250,34990,Palm City,FL,Port St. Lucie,Martin County,2743
21227,66837,21227,Halethorpe,MD,Baltimore-Columbia-Towson,Baltimore County,2744
43560,76753,43560,Sylvania,OH,Toledo,Lucas County,2745
32810,72236,32810,Orlando,FL,Orlando-Kissimmee-Sanford,Orange County,2746
33069,72398,33069,Pompano Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,2747
77382,91892,77382,The Woodlands,TX,Houston-The Woodlands-Sugar Land,Montgomery County,2748
90001,95982,90001,Florence-Graham,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2749
59105,83945,59105,Billings,MT,Billings,Yellowstone County,2750
94952,97890,94952,Petaluma,CA,Santa Rosa,Sonoma County,2751
03060,59020,03060,Nashua,NH,Manchester-Nashua,Hillsborough County,2752
61614,85079,61614,Peoria,IL,Peoria,Peoria County,2753
32909,72297,32909,Palm Bay,FL,Palm Bay-Melbourne-Titusville,Brevard County,2754
93001,97081,93001,Ventura,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,2755
44281,77109,44281,Wadsworth,OH,Cleveland-Elyria,Medina County,2756
79915,93126,79915,El Paso,TX,El Paso,El Paso County,2757
49426,79743,49426,Hudsonville,MI,Grand Rapids-Wyoming,Ottawa County,2758
70123,88486,70123,River Ridge,LA,New Orleans-Metairie,Jefferson Parish,2759
75033,422746,75033,Frisco,TX,Dallas-Fort Worth-Arlington,Collin County,2760
14424,63517,14424,Canandaigua,NY,Rochester,Ontario County,2761
92203,96730,92203,Indio,CA,Riverside-San Bernardino-Ontario,Riverside County,2762
94133,97587,94133,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2763
95209,98043,95209,Stockton,CA,Stockton-Lodi,San Joaquin County,2764
21239,66847,21239,Baltimore,MD,Baltimore-Columbia-Towson,Baltimore City,2765
48174,79034,48174,Romulus,MI,Detroit-Warren-Dearborn,Wayne County,2766
84403,94561,84403,Ogden,UT,Ogden-Clearfield,Weber County,2767
32570,72071,32570,Milton,FL,Pensacola-Ferry Pass-Brent,Santa Rosa County,2768
85268,94859,85268,Fountain Hills,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,2769
95382,98159,95382,Turlock,CA,Modesto,Stanislaus County,2770
92629,96961,92629,Dana Point,CA,Los Angeles-Long Beach-Anaheim,Orange County,2771
92113,96655,92113,San Diego,CA,San Diego-Carlsbad,San Diego County,2772
92806,97025,92806,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange County,2773
91790,96523,91790,West Covina,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2774
95661,98352,95661,Roseville,CA,Sacramento--Roseville--Arden-Arcade,Placer County,2775
28752,70196,28752,Marion,NC,Marion,McDowell County,2776
68134,87880,68134,Omaha,NE,Omaha-Council Bluffs,Douglas County,2777
27253,69261,27253,Graham,NC,Burlington,Alamance County,2778
68506,88036,68506,Lincoln,NE,Lincoln,Lancaster County,2779
30005,70792,30005,Alpharetta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,2780
19136,65803,19136,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,2781
48152,79017,48152,Livonia,MI,Detroit-Warren-Dearborn,Wayne County,2782
12203,62473,12203,Albany,NY,Albany-Schenectady-Troy,Albany County,2783
22203,67188,22203,Arlington,VA,Washington-Arlington-Alexandria,Arlington County,2785
43420,76671,43420,Fremont,OH,Fremont,Sandusky County,2786
95301,98087,95301,Atwater,CA,Merced,Merced County,2787
63108,85926,63108,Saint Louis,MO,St. Louis,Saint Louis City,2788
33351,72563,33351,Sunrise,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,2789
33770,72810,33770,Largo,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,2790
40502,75705,40502,Lexington,KY,Lexington-Fayette,Fayette County,2791
90220,96090,90220,Compton,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2792
74820,90533,74820,Ada,OK,Ada,Pontotoc County,2793
77477,91966,77477,Stafford,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,2794
27205,69235,27205,Asheboro,NC,Greensboro-High Point,Randolph County,2795
78731,92642,78731,Austin,TX,Austin-Round Rock,Travis County,2796
19026,65706,19026,Drexel Hill,PA,Philadelphia-Camden-Wilmington,Delaware County,2797
20877,66682,20877,Gaithersburg,MD,Washington-Arlington-Alexandria,Montgomery County,2798
91104,96292,91104,Pasadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2799
94941,97881,94941,Mill Valley,CA,San Francisco-Oakland-Hayward,Marin County,2800
95901,98464,95901,Marysville,CA,Yuba City,Yuba County,2801
30068,70848,30068,Marietta,GA,Atlanta-Sandy Springs-Roswell,Cobb County,2802
05401,59876,05401,Burlington,VT,Burlington-South Burlington,Chittenden County,2803
11779,62253,11779,Ronkonkoma,NY,New York-Newark-Jersey City,Suffolk County,2804
94526,97734,94526,Danville,CA,San Francisco-Oakland-Hayward,Contra Costa County,2805
37664,74411,37664,Kingsport,TN,Kingsport-Bristol-Bristol,Sullivan County,2806
55432,82282,55432,Fridley,MN,Minneapolis-St. Paul-Bloomington,Anoka County,2807
42003,76180,42003,Paducah,KY,Paducah,McCracken County,2808
95482,98236,95482,Ukiah,CA,Ukiah,Mendocino County,2809
46142,77985,46142,Greenwood,IN,Indianapolis-Carmel-Anderson,Johnson County,2810
53216,81296,53216,Milwaukee,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,2811
34652,73154,34652,New Port Richey,FL,Tampa-St. Petersburg-Clearwater,Pasco County,2812
95407,98174,95407,Santa Rosa,CA,Santa Rosa,Sonoma County,2813
93245,97179,93245,Lemoore,CA,Hanford-Corcoran,Kings County,2814
95820,98429,95820,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,2815
85298,399659,85298,Gilbert,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,2816
60174,84420,60174,Saint Charles,IL,Chicago-Naperville-Elgin,Kane County,2817
48237,79092,48237,Oak Park,MI,Detroit-Warren-Dearborn,Oakland County,2818
29212,70367,29212,Columbia,SC,Columbia,Richland County,2819
85392,399660,85392,Avondale,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,2820
60532,84563,60532,Lisle,IL,Chicago-Naperville-Elgin,DuPage County,2821
98662,99948,98662,Vancouver,WA,Portland-Vancouver-Hillsboro,Clark County,2822
61821,85173,61821,Champaign,IL,Champaign-Urbana,Champaign County,2823
23505,67749,23505,Norfolk,VA,Virginia Beach-Norfolk-Newport News,Norfolk City,2824
33317,72536,33317,Plantation,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,2825
80111,93243,80111,Greenwood Village,CO,Denver-Aurora-Lakewood,Arapahoe County,2826
76543,91464,76543,Killeen,TX,Killeen-Temple,Bell County,2827
95361,98140,95361,Oakdale,CA,Modesto,Stanislaus County,2828
75039,90641,75039,Irving,TX,Dallas-Fort Worth-Arlington,Dallas County,2829
32459,72015,32459,Santa Rosa Beach,FL,Crestview-Fort Walton Beach-Destin,Walton County,2830
62703,85642,62703,Springfield,IL,Springfield,Sangamon County,2831
98168,99608,98168,Burien,WA,Seattle-Tacoma-Bellevue,King County,2832
29550,70546,29550,Hartsville,SC,Florence,Darlington County,2833
55343,82195,55343,Hopkins,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,2834
96813,98944,96813,Honolulu,HI,Urban Honolulu,Honolulu County,2835
55404,82254,55404,Minneapolis,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,2836
78539,92489,78539,Edinburg,TX,McAllen-Edinburg-Mission,Hidalgo County,2837
68025,87813,68025,Fremont,NE,Fremont,Dodge County,2838
29582,70571,29582,North Myrtle Beach,SC,Myrtle Beach-Conway-North Myrtle Beach,Horry County,2840
29609,70594,29609,Greenville,SC,Greenville-Anderson-Mauldin,Greenville County,2841
23606,67774,23606,Newport News,VA,Virginia Beach-Norfolk-Newport News,Newport News City,2842
30078,70857,30078,Snellville,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,2844
11105,62008,11105,New York,NY,New York-Newark-Jersey City,New York County,2845
67846,87762,67846,Garden City,KS,Garden City,Finney County,2846
85395,399661,85395,Goodyear,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,2847
31204,71469,31204,Macon,GA,Macon-Bibb County,Bibb County,2848
53562,81386,53562,Middleton,WI,Madison,Dane County,2849
34758,73207,34758,Poinciana,FL,Orlando-Kissimmee-Sanford,Osceola County,2850
30312,71032,30312,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,2851
34986,73247,34986,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie County,2852
84081,399730,84081,West Jordan,UT,Salt Lake City,Salt Lake County,2853
91789,96522,91789,Walnut,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2854
21212,66822,21212,Baltimore,MD,Baltimore-Columbia-Towson,Baltimore City,2855
29406,70451,29406,North Charleston,SC,Charleston-North Charleston,Charleston County,2856
97355,99217,97355,Lebanon,OR,Albany,Linn County,2857
60046,84309,60046,Lake Villa,IL,Chicago-Naperville-Elgin,Lake County,2858
23518,67761,23518,Norfolk,VA,Virginia Beach-Norfolk-Newport News,Norfolk City,2859
29640,70621,29640,Easley,SC,Greenville-Anderson-Mauldin,Pickens County,2860
10465,61805,10465,New York,NY,New York-Newark-Jersey City,Bronx County,2861
32405,71973,32405,Panama City,FL,Panama City,Bay County,2862
80120,93249,80120,Littleton,CO,Denver-Aurora-Lakewood,Arapahoe County,2863
21144,66797,21144,Severn,MD,Baltimore-Columbia-Towson,Anne Arundel County,2864
32312,71923,32312,Tallahassee,FL,Tallahassee,Leon County,2865
98499,99826,98499,Lakewood,WA,Seattle-Tacoma-Bellevue,Pierce County,2866
46217,78032,46217,Indianapolis,IN,Indianapolis-Carmel-Anderson,Marion County,2867
94588,97793,94588,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2868
75238,90790,75238,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,2869
34689,73175,34689,Tarpon Springs,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,2870
80917,93595,80917,Colorado Springs,CO,Colorado Springs,El Paso County,2871
90038,96019,90038,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2872
98290,99694,98290,Snohomish,WA,Seattle-Tacoma-Bellevue,Snohomish County,2873
78043,92222,78043,Laredo,TX,Laredo,Webb County,2874
43220,76588,43220,Upper Arlington,OH,Columbus,Franklin County,2875
24012,67915,24012,Roanoke,VA,Roanoke,Roanoke City,2876
60652,84649,60652,Chicago,IL,Chicago-Naperville-Elgin,Cook County,2877
75051,90653,75051,Grand Prairie,TX,Dallas-Fort Worth-Arlington,Dallas County,2879
64119,86357,64119,Kansas City,MO,Kansas City,Jackson County,2880
19138,65805,19138,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,2881
27455,69354,27455,Greensboro,NC,Greensboro-High Point,Guilford County,2882
08016,60912,08016,Burlington,NJ,Philadelphia-Camden-Wilmington,Burlington County,2883
96002,98542,96002,Redding,CA,Redding,Shasta County,2884
65536,86833,65536,Lebanon,MO,Lebanon,Laclede County,2885
80907,93585,80907,Colorado Springs,CO,Colorado Springs,El Paso County,2886
92270,96773,92270,Rancho Mirage,CA,Riverside-San Bernardino-Ontario,Riverside County,2887
43040,76482,43040,Marysville,OH,Columbus,Union County,2888
15102,63901,15102,Bethel Park,PA,Pittsburgh,Allegheny County,2889
29680,70657,29680,Simpsonville,SC,Greenville-Anderson-Mauldin,Greenville County,2890
90230,96095,90230,Culver City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2891
80260,93330,80260,Thornton,CO,Denver-Aurora-Lakewood,Adams County,2892
90242,96102,90242,Downey,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2893
80602,93475,80602,Thornton,CO,Denver-Aurora-Lakewood,Adams County,2894
44515,77219,44515,Austintown,OH,Youngstown-Warren-Boardman,Mahoning County,2895
46825,78297,46825,Fort Wayne,IN,Fort Wayne,Allen County,2896
20706,66566,20706,Lanham Seabrook,MD,Washington-Arlington-Alexandria,Prince Georges County,2897
97304,99181,97304,Salem,OR,Salem,Marion County,2898
17522,65087,17522,Ephrata,PA,Lancaster,Lancaster County,2899
44106,77006,44106,Cleveland,OH,Cleveland-Elyria,Cuyahoga County,2900
48236,79091,48236,Grosse Pointe Woods,MI,Detroit-Warren-Dearborn,Wayne County,2901
49546,79799,49546,Cascade,MI,Grand Rapids-Wyoming,Kent County,2902
34114,73007,34114,Naples,FL,Naples-Immokalee-Marco Island,Collier County,2903
76903,91625,76903,San Angelo,TX,San Angelo,Tom Green County,2904
98513,99838,98513,Lacey,WA,Olympia-Tumwater,Thurston County,2905
89511,95939,89511,Reno,NV,Reno,Washoe County,2906
48603,79265,48603,Saginaw,MI,Saginaw,Saginaw County,2907
91350,96373,91350,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2908
11364,62076,11364,New York,NY,New York-Newark-Jersey City,Queens County,2909
32080,71773,32080,Saint Augustine,FL,Jacksonville,Saint Johns County,2911
97520,99342,97520,Ashland,OR,Medford,Jackson County,2912
95945,98497,95945,Grass Valley,CA,Truckee-Grass Valley,Nevada County,2913
70068,88453,70068,La Place,LA,New Orleans-Metairie,Saint John the Baptist Parish,2914
85203,94798,85203,Mesa,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,2915
80026,93215,80026,Lafayette,CO,Boulder,Boulder County,2916
95337,98119,95337,Manteca,CA,Stockton-Lodi,San Joaquin County,2917
76049,91210,76049,Granbury,TX,Dallas-Fort Worth-Arlington,Hood County,2918
98030,99515,98030,Kent,WA,Seattle-Tacoma-Bellevue,King County,2919
37072,74153,37072,Goodlettsville,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,2920
10573,61870,10573,Port Chester,NY,New York-Newark-Jersey City,Westchester County,2921
40503,75706,40503,Lexington,KY,Lexington-Fayette,Fayette County,2922
32277,71910,32277,Jacksonville,FL,Jacksonville,Duval County,2923
90017,95998,90017,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2924
50014,80080,50014,Ames,IA,Ames,Story County,2925
97420,99269,97420,Coos Bay,OR,Coos Bay,Coos County,2926
20901,66700,20901,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2927
46235,78048,46235,Indianapolis,IN,Indianapolis-Carmel-Anderson,Marion County,2929
45459,77683,45459,Centerville,OH,Dayton,Montgomery County,2930
46342,78100,46342,Hobart,IN,Chicago-Naperville-Elgin,Lake County,2931
89002,399665,89002,Henderson,NV,Las Vegas-Henderson-Paradise,Clark County,2932
69101,88326,69101,North Platte,NE,North Platte,Lincoln County,2933
45005,77399,45005,Franklin,OH,Cincinnati,Warren County,2934
55118,82119,55118,West Saint Paul,MN,Minneapolis-St. Paul-Bloomington,Dakota County,2935
60525,84558,60525,La Grange,IL,Chicago-Naperville-Elgin,Cook County,2936
33055,72387,33055,Miami Gardens,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,2937
68701,88102,68701,Norfolk,NE,Norfolk,Madison County,2938
32607,72102,32607,Gainesville,FL,Gainesville,Alachua County,2939
19154,65821,19154,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,2940
63128,85946,63128,Concord,MO,St. Louis,Saint Louis County,2941
78633,399637,78633,Georgetown,TX,Austin-Round Rock,Williamson County,2942
