ZipCode,RegionID,ZipCode,City,State,Metro,CountyName,SizeRank
07201,60631,07201,Elizabeth,NJ,New York-Newark-Jersey City,Union County,5487
48033,399593,48033,Southfield,MI,Detroit-Warren-Dearborn,Oakland County,5488
34482,73128,34482,Ocala,FL,Ocala,Marion County,5489
01749,58476,01749,Hudson,MA,Boston-Cambridge-Newton,Middlesex County,5490
60430,84481,60430,Homewood,IL,Chicago-Naperville-Elgin,Cook County,5491
74134,90317,74134,Tulsa,OK,Tulsa,Tulsa County,5492
98005,99493,98005,Bellevue,WA,Seattle-Tacoma-Bellevue,King County,5493
24503,68175,24503,Lynchburg,VA,Lynchburg,Lynchburg City,5494
60124,399602,60124,Elgin,IL,Chicago-Naperville-Elgin,Kane County,5495
78102,92252,78102,Beeville,TX,Beeville,Bee County,5496
11776,62250,11776,Port Jefferson Station,NY,New York-Newark-Jersey City,Suffolk County,5497
24151,68018,24151,Rocky Mount,VA,Roanoke,Franklin County,5498
53224,81304,53224,Milwaukee,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,5499
32097,71785,32097,Yulee,FL,Jacksonville,Nassau County,5500
84341,94558,84341,North Logan,UT,Logan,Cache County,5501
48169,79031,48169,Pinckney,MI,Detroit-Warren-Dearborn,Livingston County,5502
94024,97515,94024,Los Altos,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,5503
19010,65692,19010,Bryn Mawr,PA,Philadelphia-Camden-Wilmington,Delaware County,5504
27408,69338,27408,Greensboro,NC,Greensboro-High Point,Guilford County,5505
67208,87503,67208,Wichita,KS,Wichita,Sedgwick County,5506
48442,79212,48442,Holly,MI,Detroit-Warren-Dearborn,Oakland County,5507
91775,96514,91775,San Gabriel,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5508
41102,75925,41102,Ashland,KY,Huntington-Ashland,Boyd County,5510
79601,93020,79601,Abilene,TX,Abilene,Taylor County,5511
55317,82170,55317,Chanhassen,MN,Minneapolis-St. Paul-Bloomington,Carver County,5512
95819,98428,95819,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,5513
63138,85956,63138,Spanish Lake,MO,St. Louis,Saint Louis County,5514
47710,78729,47710,Evansville,IN,Evansville,Vanderburgh County,5515
15644,64214,15644,Jeannette,PA,Pittsburgh,Westmoreland County,5516
33181,72483,33181,North Miami,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,5517
36606,73965,36606,Mobile,AL,Mobile,Mobile County,5518
85755,95090,85755,Oro Valley,AZ,Tucson,Pima County,5519
78214,92310,78214,San Antonio,TX,San Antonio-New Braunfels,Bexar County,5520
22655,67350,22655,Stephens City,VA,Winchester,Frederick County,5521
29379,70438,29379,Union,SC,Spartanburg,Union County,5522
21158,66806,21158,Westminster,MD,Baltimore-Columbia-Towson,Carroll County,5523
63020,85865,63020,De Soto,MO,St. Louis,Jefferson County,5524
23294,67639,23294,Henrico,VA,Richmond,Henrico County,5525
68845,88210,68845,Kearney,NE,Kearney,Buffalo County,5526
93041,97109,93041,Port Hueneme,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,5527
32141,71820,32141,Edgewater,FL,Deltona-Daytona Beach-Ormond Beach,Volusia County,5528
33773,72813,33773,Largo,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,5529
60194,84439,60194,Schaumburg,IL,Chicago-Naperville-Elgin,Cook County,5530
77086,91735,77086,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,5531
82609,93950,82609,Casper,WY,Casper,Natrona County,5532
98230,99643,98230,Blaine,WA,Bellingham,Whatcom County,5533
01890,58536,01890,Winchester,MA,Boston-Cambridge-Newton,Middlesex County,5534
41101,75924,41101,Ashland,KY,Huntington-Ashland,Boyd County,5535
31503,71539,31503,Waycross,GA,Waycross,Ware County,5536
45030,77408,45030,Harrison,OH,Cincinnati,Hamilton County,5537
54476,81717,54476,Weston,WI,Wausau,Marathon County,5538
14760,63717,14760,Olean,NY,Olean,Cattaraugus County,5539
99705,100380,99705,North Pole,AK,Fairbanks,Fairbanks North Star Borough,5540
43311,76621,43311,Bellefontaine,OH,Bellefontaine,Logan County,5541
32601,72096,32601,Gainesville,FL,Gainesville,Alachua County,5542
12110,62399,12110,Colonie,NY,Albany-Schenectady-Troy,Albany County,5543
14051,63386,14051,Amherst,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,5544
46012,77909,46012,Anderson,IN,Indianapolis-Carmel-Anderson,Madison County,5545
55066,82078,55066,Red Wing,MN,Red Wing,Goodhue County,5546
90602,96170,90602,Whittier,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5547
36693,74002,36693,Mobile,AL,Mobile,Mobile County,5548
82501,93936,82501,Riverton,WY,Riverton,Fremont County,5549
08028,60922,08028,Glassboro,NJ,Philadelphia-Camden-Wilmington,Gloucester County,5550
35901,73638,35901,Gadsden,AL,Gadsden,Etowah County,5551
53029,81157,53029,Merton,WI,Milwaukee-Waukesha-West Allis,Waukesha County,5553
02129,58643,02129,Boston,MA,Boston-Cambridge-Newton,Suffolk County,5554
77545,92016,77545,Fresno,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,5555
18603,65530,18603,Berwick,PA,Bloomsburg-Berwick,Columbia County,5556
98506,99832,98506,Olympia,WA,Olympia-Tumwater,Thurston County,5557
70427,88585,70427,Bogalusa,LA,Bogalusa,Washington Parish,5558
91737,96483,91737,Rancho Cucamonga,CA,Riverside-San Bernardino-Ontario,San Bernardino County,5559
07080,60589,07080,South Plainfield,NJ,New York-Newark-Jersey City,Middlesex County,5560
72904,89799,72904,Fort Smith,AR,Fort Smith,Sebastian County,5561
95965,98515,95965,Oroville,CA,Chico,Butte County,5562
60177,84423,60177,South Elgin,IL,Chicago-Naperville-Elgin,Kane County,5563
13820,63315,13820,Oneonta,NY,Oneonta,Otsego County,5564
11967,62313,11967,Shirley,NY,New York-Newark-Jersey City,Suffolk County,5565
29108,70308,29108,Newberry,SC,Newberry,Newberry County,5566
33185,72487,33185,Kendall West,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,5567
78222,92318,78222,San Antonio,TX,San Antonio-New Braunfels,Bexar County,5568
18067,65342,18067,Northampton,PA,Allentown-Bethlehem-Easton,Northampton County,5569
97317,399688,97317,Salem,OR,Salem,Marion County,5570
54452,81696,54452,Merrill,WI,Merrill,Lincoln County,5571
11791,62263,11791,Syosset,NY,New York-Newark-Jersey City,Nassau County,5572
76310,91358,76310,Wichita Falls,TX,Wichita Falls,Wichita County,5573
07071,60580,07071,Lyndhurst,NJ,New York-Newark-Jersey City,Bergen County,5574
23504,67748,23504,Norfolk,VA,Virginia Beach-Norfolk-Newport News,Norfolk City,5575
46808,78290,46808,Fort Wayne,IN,Fort Wayne,Allen County,5576
16505,64619,16505,Millcreek,PA,Erie,Erie County,5577
61364,84933,61364,Streator,IL,Ottawa-Peru,La Salle County,5578
65251,86739,65251,Fulton,MO,Jefferson City,Callaway County,5579
03110,59044,03110,Bedford,NH,Manchester-Nashua,Hillsborough County,5580
36575,73947,36575,Semmes,AL,Mobile,Mobile County,5581
71055,88887,71055,Minden,LA,Shreveport-Bossier City,Webster Parish,5582
97031,99035,97031,Hood River,OR,Hood River,Hood River County,5583
31721,71638,31721,Albany,GA,Albany,Dougherty County,5584
44147,77047,44147,Broadview Heights,OH,Cleveland-Elyria,Cuyahoga County,5585
37725,74444,37725,Dandridge,TN,Morristown,Jefferson County,5586
39073,75129,39073,Florence,MS,Jackson,Rankin County,5587
84124,94484,84124,Holladay,UT,Salt Lake City,Salt Lake County,5588
08108,60996,08108,Collingswood,NJ,Philadelphia-Camden-Wilmington,Camden County,5589
80528,93452,80528,Fort Collins,CO,Fort Collins,Larimer County,5590
33323,72542,33323,Sunrise,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,5591
30009,70796,30009,Alpharetta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,5592
07008,60524,07008,Carteret,NJ,New York-Newark-Jersey City,Middlesex County,5593
33603,72706,33603,Tampa,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,5594
75180,90748,75180,Balch Springs,TX,Dallas-Fort Worth-Arlington,Dallas County,5595
80246,93319,80246,Denver,CO,Denver-Aurora-Lakewood,Denver County,5596
55746,82420,55746,Hibbing,MN,Duluth,Saint Louis County,5597
70438,88593,70438,Franklinton,LA,Bogalusa,Washington Parish,5598
74037,90249,74037,Jenks,OK,Tulsa,Tulsa County,5599
74107,90298,74107,Tulsa,OK,Tulsa,Tulsa County,5600
07801,60806,07801,Dover,NJ,New York-Newark-Jersey City,Morris County,5601
06112,60165,06112,Hartford,CT,Hartford-West Hartford-East Hartford,Hartford County,5602
19422,65915,19422,Whitpain,PA,Philadelphia-Camden-Wilmington,Montgomery County,5603
01887,58533,01887,Wilmington,MA,Boston-Cambridge-Newton,Middlesex County,5604
80905,93583,80905,Colorado Springs,CO,Colorado Springs,El Paso County,5605
93023,97099,93023,Ojai,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,5606
62305,85411,62305,Quincy,IL,Quincy,Adams County,5607
70520,88643,70520,Carencro,LA,Lafayette,Lafayette Parish,5608
13790,63296,13790,Johnson City,NY,Binghamton,Broome County,5609
79905,93117,79905,El Paso,TX,El Paso,El Paso County,5610
90746,96230,90746,Carson,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5611
11021,61983,11021,Great Neck,NY,New York-Newark-Jersey City,Nassau County,5612
99501,100220,99501,Anchorage,AK,Anchorage,Anchorage Borough,5613
63135,85953,63135,Ferguson,MO,St. Louis,Saint Louis County,5614
01301,58328,01301,Greenfield,MA,Greenfield Town,Franklin County,5615
34695,73179,34695,Safety Harbor,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,5616
23692,67795,23692,Yorktown,VA,Virginia Beach-Norfolk-Newport News,York County,5617
19046,65724,19046,Abington,PA,Philadelphia-Camden-Wilmington,Montgomery County,5618
46818,78295,46818,Fort Wayne,IN,Fort Wayne,Allen County,5619
12534,62645,12534,Hudson,NY,Hudson,Columbia County,5620
50125,80156,50125,Indianola,IA,Des Moines-West Des Moines,Warren County,5621
11501,62126,11501,Mineola,NY,New York-Newark-Jersey City,Nassau County,5622
94702,97836,94702,Berkeley,CA,San Francisco-Oakland-Hayward,Alameda County,5623
68504,88034,68504,Lincoln,NE,Lincoln,Lancaster County,5624
74145,90322,74145,Tulsa,OK,Tulsa,Tulsa County,5625
24014,67917,24014,Roanoke,VA,Roanoke,Roanoke City,5626
11795,62267,11795,Islip,NY,New York-Newark-Jersey City,Suffolk County,5628
60175,84421,60175,Campton Hills,IL,Chicago-Naperville-Elgin,Kane County,5629
53110,81222,53110,Cudahy,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,5630
97103,99075,97103,Astoria,OR,Astoria,Clatsop County,5631
83202,94047,83202,Chubbuck,ID,Pocatello,Bannock County,5632
34736,73191,34736,Groveland,FL,Orlando-Kissimmee-Sanford,Lake County,5633
53005,81136,53005,Brookfield,WI,Milwaukee-Waukesha-West Allis,Waukesha County,5634
37745,74457,37745,Greeneville,TN,Greeneville,Greene County,5635
53022,81152,53022,Germantown,WI,Milwaukee-Waukesha-West Allis,Washington County,5636
98177,99613,98177,Shoreline,WA,Seattle-Tacoma-Bellevue,King County,5637
27501,69360,27501,Angier,NC,Dunn,Harnett County,5638
55441,82291,55441,Plymouth,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,5639
79414,92957,79414,Lubbock,TX,Lubbock,Lubbock County,5640
74601,90474,74601,Ponca City,OK,Ponca City,Kay County,5641
07094,60600,07094,Secaucus,NJ,New York-Newark-Jersey City,Hudson County,5642
19014,65695,19014,Aston,PA,Philadelphia-Camden-Wilmington,Delaware County,5643
14456,63535,14456,Geneva,NY,Rochester,Ontario County,5644
14218,63475,14218,Lackawanna,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,5645
43611,76770,43611,Toledo,OH,Toledo,Lucas County,5646
80109,93241,80109,Castle Rock,CO,Denver-Aurora-Lakewood,Douglas County,5647
44223,77075,44223,Cuyahoga Falls,OH,Akron,Summit County,5648
68130,87876,68130,Omaha,NE,Omaha-Council Bluffs,Douglas County,5650
29532,70536,29532,Darlington,SC,Florence,Darlington County,5651
49829,79972,49829,Escanaba,MI,Escanaba,Delta County,5652
84040,94407,84040,Layton,UT,Ogden-Clearfield,Davis County,5653
19605,66018,19605,Muhlenberg,PA,Reading,Berks County,5654
98075,99553,98075,Sammamish,WA,Seattle-Tacoma-Bellevue,King County,5655
84045,399650,84045,Saratoga Springs,UT,Provo-Orem,Utah County,5656
20720,66579,20720,Bowie,MD,Washington-Arlington-Alexandria,Prince Georges County,5657
47265,78512,47265,North Vernon,IN,North Vernon,Jennings County,5658
86323,95167,86323,Chino Valley,AZ,Prescott,Yavapai County,5660
33431,72597,33431,Boca Raton,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,5661
89144,95840,89144,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,5662
60502,84538,60502,Aurora,IL,Chicago-Naperville-Elgin,Kane County,5663
48393,79179,48393,Wixom,MI,Detroit-Warren-Dearborn,Oakland County,5664
79065,92804,79065,Pampa,TX,Pampa,Gray County,5665
29671,70649,29671,Pickens,SC,Greenville-Anderson-Mauldin,Pickens County,5666
11563,62155,11563,Lynbrook,NY,New York-Newark-Jersey City,Nassau County,5667
55430,82280,55430,Brooklyn Center,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,5668
73139,89962,73139,Oklahoma City,OK,Oklahoma City,Oklahoma County,5669
76135,91278,76135,Fort Worth,TX,Dallas-Fort Worth-Arlington,Tarrant County,5670
04102,59369,04102,Portland,ME,Portland-South Portland,Cumberland County,5671
13206,63013,13206,Syracuse,NY,Syracuse,Onondaga County,5672
11423,62109,11423,New York,NY,New York-Newark-Jersey City,Queens County,5673
38133,74669,38133,Bartlett,TN,Memphis,Shelby County,5674
98053,99535,98053,Redmond,WA,Seattle-Tacoma-Bellevue,King County,5675
84075,94440,84075,Syracuse,UT,Ogden-Clearfield,Davis County,5676
97415,99265,97415,Brookings,OR,Brookings,Curry County,5677
99515,100233,99515,Anchorage,AK,Anchorage,Anchorage Borough,5678
19023,65704,19023,Darby,PA,Philadelphia-Camden-Wilmington,Delaware County,5679
44149,77048,44149,Strongsville,OH,Cleveland-Elyria,Cuyahoga County,5680
23221,67596,23221,Richmond,VA,Richmond,Richmond City,5681
08057,60948,08057,Moorestown-Lenola,NJ,Philadelphia-Camden-Wilmington,Burlington County,5682
95519,98252,95519,McKinleyville,CA,Eureka-Arcata-Fortuna,Humboldt County,5683
22303,67221,22303,Huntington,VA,Washington-Arlington-Alexandria,Fairfax County,5684
50009,80075,50009,Altoona,IA,Des Moines-West Des Moines,Polk County,5685
75602,90988,75602,Longview,TX,Longview,Gregg County,5686
01581,58433,01581,Westborough,MA,Worcester,Worcester County,5687
29341,70416,29341,Gaffney,SC,Gaffney,Cherokee County,5688
60473,84524,60473,South Holland,IL,Chicago-Naperville-Elgin,Cook County,5689
70611,88705,70611,Lake Charles,LA,Lake Charles,Calcasieu Parish,5690
85748,95084,85748,Tucson,AZ,Tucson,Pima County,5691
43138,76543,43138,Logan,OH,Columbus,Hocking County,5692
33037,72375,33037,Key Largo,FL,Key West,Monroe County,5693
34771,73214,34771,Saint Cloud,FL,Orlando-Kissimmee-Sanford,Osceola County,5694
31312,71498,31312,Guyton,GA,Savannah,Effingham County,5695
53538,81364,53538,Fort Atkinson,WI,Watertown-Fort Atkinson,Jefferson County,5696
33472,399573,33472,Boynton Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,5697
53121,81228,53121,Elkhorn,WI,Whitewater-Elkhorn,Walworth County,5698
60045,84308,60045,Lake Forest,IL,Chicago-Naperville-Elgin,Lake County,5699
33898,72893,33898,Lake Wales,FL,Lakeland-Winter Haven,Polk County,5700
32305,71916,32305,Tallahassee,FL,Tallahassee,Leon County,5701
95746,98410,95746,Granite Bay,CA,Sacramento--Roseville--Arden-Arcade,Placer County,5702
28630,70083,28630,Granite Falls,NC,Hickory-Lenoir-Morganton,Caldwell County,5703
45219,77510,45219,Cincinnati,OH,Cincinnati,Hamilton County,5704
97232,99145,97232,Portland,OR,Portland-Vancouver-Hillsboro,Multnomah County,5705
07950,60883,07950,Morris Plains,NJ,New York-Newark-Jersey City,Morris County,5706
76067,91225,76067,Mineral Wells,TX,Mineral Wells,Palo Pinto County,5707
11768,62242,11768,Fort Salonga,NY,New York-Newark-Jersey City,Suffolk County,5708
84128,94488,84128,West Valley City,UT,Salt Lake City,Salt Lake County,5709
43140,76544,43140,London,OH,Columbus,Madison County,5711
18976,65678,18976,Warrington,PA,Philadelphia-Camden-Wilmington,Bucks County,5712
07203,60633,07203,Roselle,NJ,New York-Newark-Jersey City,Union County,5713
20037,66155,20037,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,5714
35214,73384,35214,Forestdale,AL,Birmingham-Hoover,Jefferson County,5715
90240,96100,90240,Downey,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5716
19342,65867,19342,Glen Mills,PA,Philadelphia-Camden-Wilmington,Delaware County,5717
85749,95085,85749,Tucson,AZ,Tucson,Pima County,5718
29492,70516,29492,Charleston,SC,Charleston-North Charleston,Charleston County,5719
66605,87236,66605,Topeka,KS,Topeka,Shawnee County,5721
91340,96366,91340,San Fernando,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5722
48094,78967,48094,Washington,MI,Detroit-Warren-Dearborn,Macomb County,5723
91768,96508,91768,Pomona,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5725
34102,72996,34102,Naples,FL,Naples-Immokalee-Marco Island,Collier County,5726
15147,63929,15147,Penn Hills,PA,Pittsburgh,Allegheny County,5728
07095,60601,07095,Woodbridge,NJ,New York-Newark-Jersey City,Middlesex County,5729
29204,70359,29204,Columbia,SC,Columbia,Richland County,5730
49512,79787,49512,Kentwood,MI,Grand Rapids-Wyoming,Kent County,5731
70535,88657,70535,Eunice,LA,Opelousas,Saint Landry Parish,5732
11714,62196,11714,Bethpage,NY,New York-Newark-Jersey City,Nassau County,5733
28732,70176,28732,Fletcher,NC,Asheville,Henderson County,5734
33634,72734,33634,Town 'n' Country,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,5735
48837,79411,48837,Grand Ledge,MI,Lansing-East Lansing,Eaton County,5736
44142,77042,44142,Brook Park,OH,Cleveland-Elyria,Cuyahoga County,5737
15241,63972,15241,Upper Saint Clair,PA,Pittsburgh,Allegheny County,5738
91010,96270,91010,Duarte,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5739
41091,75915,41091,Union,KY,Cincinnati,Boone County,5740
18235,65395,18235,Mahoning,PA,Allentown-Bethlehem-Easton,Carbon County,5741
33469,72628,33469,Tequesta,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,5742
29506,70523,29506,Florence,SC,Florence,Florence County,5744
37411,74373,37411,Chattanooga,TN,Chattanooga,Hamilton County,5745
11747,62224,11747,Melville,NY,New York-Newark-Jersey City,Suffolk County,5746
44017,76943,44017,Berea,OH,Cleveland-Elyria,Cuyahoga County,5747
99202,100151,99202,Spokane,WA,Spokane-Spokane Valley,Spokane County,5748
06062,60119,06062,Plainville,CT,Hartford-West Hartford-East Hartford,Hartford County,5749
92106,96648,92106,San Diego,CA,San Diego-Carlsbad,San Diego County,5750
28312,69848,28312,Fayetteville,NC,Fayetteville,Cumberland County,5751
40031,75486,40031,La Grange,KY,Louisville/Jefferson County,Oldham County,5752
48854,79427,48854,Mason,MI,Lansing-East Lansing,Ingham County,5753
23114,67543,23114,Midlothian,VA,Richmond,Chesterfield County,5754
75237,90789,75237,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,5755
53024,81154,53024,Grafton,WI,Milwaukee-Waukesha-West Allis,Ozaukee County,5756
13205,63012,13205,Syracuse,NY,Syracuse,Onondaga County,5757
28036,69678,28036,Davidson,NC,Charlotte-Concord-Gastonia,Mecklenburg County,5758
48114,78986,48114,Brighton,MI,Detroit-Warren-Dearborn,Livingston County,5759
75181,90749,75181,Mesquite,TX,Dallas-Fort Worth-Arlington,Dallas County,5761
92316,96800,92316,Bloomington,CA,Riverside-San Bernardino-Ontario,San Bernardino County,5764
06037,60103,06037,Berlin,CT,Hartford-West Hartford-East Hartford,Hartford County,5765
44126,77026,44126,Fairview Park,OH,Cleveland-Elyria,Cuyahoga County,5766
65738,86967,65738,Republic,MO,Springfield,Greene County,5767
10990,61969,10990,Warwick,NY,New York-Newark-Jersey City,Orange County,5768
35661,73570,35661,Muscle Shoals,AL,Florence-Muscle Shoals,Colbert County,5769
76009,91183,76009,Alvarado,TX,Dallas-Fort Worth-Arlington,Johnson County,5770
84108,94468,84108,Salt Lake City,UT,Salt Lake City,Salt Lake County,5771
85284,94873,85284,Tempe,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,5772
60130,84381,60130,Forest Park,IL,Chicago-Naperville-Elgin,Cook County,5773
27801,69501,27801,Rocky Mount,NC,Rocky Mount,Nash County,5774
73018,89855,73018,Chickasha,OK,Oklahoma City,Grady County,5776
83716,94288,83716,Boise,ID,Boise City,Ada County,5778
97055,99055,97055,Sandy,OR,Portland-Vancouver-Hillsboro,Clackamas County,5779
44906,77392,44906,Mansfield,OH,Mansfield,Richland County,5780
49307,79677,49307,Big Rapids,MI,Big Rapids,Mecosta County,5781
72715,89714,72715,Bella Vista,AR,Fayetteville-Springdale-Rogers,Benton County,5783
92860,97058,92860,Norco,CA,Riverside-San Bernardino-Ontario,Riverside County,5784
30728,71291,30728,Lafayette,GA,Chattanooga,Walker County,5785
40204,75558,40204,Louisville,KY,Louisville/Jefferson County,Jefferson County,5786
28557,70030,28557,Morehead City,NC,Morehead City,Carteret County,5787
19073,65745,19073,Newtown,PA,Philadelphia-Camden-Wilmington,Delaware County,5788
44057,76970,44057,Madison,OH,Cleveland-Elyria,Lake County,5789
33129,72432,33129,Miami,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,5791
60491,84535,60491,Homer Glen,IL,Chicago-Naperville-Elgin,Will County,5792
35903,73640,35903,Gadsden,AL,Gadsden,Etowah County,5794
79703,93033,79703,Midland,TX,Midland,Midland County,5795
20646,66531,20646,La Plata,MD,Washington-Arlington-Alexandria,Charles County,5796
43952,76915,43952,Steubenville,OH,Weirton-Steubenville,Jefferson County,5797
46319,78090,46319,Griffith,IN,Chicago-Naperville-Elgin,Lake County,5798
46703,78219,46703,Angola,IN,Angola,Steuben County,5799
56377,82829,56377,Sartell,MN,St. Cloud,Stearns County,5800
10310,61786,10310,New York,NY,New York-Newark-Jersey City,Richmond County,5801
03842,59236,03842,Hampton,NH,Boston-Cambridge-Newton,Rockingham County,5802
46619,78205,46619,South Bend,IN,South Bend-Mishawaka,Saint Joseph County,5803
37212,74243,37212,Nashville,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,5804
07871,60850,07871,Sparta,NJ,New York-Newark-Jersey City,Sussex County,5805
02915,58989,02915,East Providence,RI,Providence-Warwick,Providence County,5806
94301,97691,94301,Palo Alto,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,5807
61550,85049,61550,Morton,IL,Peoria,Tazewell County,5808
44830,77343,44830,Fostoria,OH,Tiffin,Seneca County,5809
11369,62081,11369,New York,NY,New York-Newark-Jersey City,Queens County,5810
55906,82479,55906,Rochester,MN,Rochester,Olmsted County,5811
16148,64474,16148,Hermitage,PA,Youngstown-Warren-Boardman,Mercer County,5812
22911,67435,22911,Charlottesville,VA,Charlottesville,Albemarle County,5814
18020,65308,18020,Bethlehem,PA,Allentown-Bethlehem-Easton,Northampton County,5816
33405,72572,33405,West Palm Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,5817
55803,82462,55803,Duluth,MN,Duluth,Saint Louis County,5818
02170,58670,02170,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,5819
18049,65326,18049,Emmaus,PA,Allentown-Bethlehem-Easton,Lehigh County,5820
32226,71879,32226,Jacksonville,FL,Jacksonville,Duval County,5821
29627,70610,29627,Belton,SC,Greenville-Anderson-Mauldin,Anderson County,5822
70706,88744,70706,Denham Springs,LA,Baton Rouge,Livingston Parish,5823
06443,60314,06443,Madison,CT,New Haven-Milford,New Haven County,5824
34480,73126,34480,Ocala,FL,Ocala,Marion County,5825
83703,94276,83703,Boise,ID,Boise City,Ada County,5826
24015,67918,24015,Roanoke,VA,Roanoke,Roanoke City,5827
02871,58951,02871,Portsmouth,RI,Providence-Warwick,Newport County,5828
38141,74677,38141,Memphis,TN,Memphis,Shelby County,5829
74021,90235,74021,Collinsville,OK,Tulsa,Tulsa County,5830
08260,61034,08260,North Wildwood,NJ,Ocean City,Cape May County,5831
40059,75505,40059,Prospect,KY,Louisville/Jefferson County,Jefferson County,5832
23226,67601,23226,Richmond,VA,Richmond,Richmond City,5833
97850,99450,97850,La Grande,OR,La Grande,Union County,5834
02601,58821,02601,Barnstable,MA,Barnstable Town,Barnstable County,5835
34286,73084,34286,North Port,FL,North Port-Sarasota-Bradenton,Sarasota County,5836
84032,94399,84032,Heber City,UT,Heber,Wasatch County,5837
08690,61145,08690,Hamilton,NJ,Trenton,Mercer County,5838
75407,90879,75407,Princeton,TX,Dallas-Fort Worth-Arlington,Collin County,5839
95367,98145,95367,Riverbank,CA,Modesto,Stanislaus County,5840
98642,99937,98642,Ridgefield,WA,Portland-Vancouver-Hillsboro,Clark County,5841
08034,60928,08034,Cherry Hill,NJ,Philadelphia-Camden-Wilmington,Camden County,5842
26104,68881,26104,Parkersburg,WV,Parkersburg-Vienna,Wood County,5843
36507,73898,36507,Bay Minette,AL,Daphne-Fairhope-Foley,Baldwin County,5844
73010,89848,73010,Blanchard,OK,Oklahoma City,McClain County,5845
11784,62257,11784,Selden,NY,New York-Newark-Jersey City,Suffolk County,5847
34714,73186,34714,Citrus Ridge,FL,Orlando-Kissimmee-Sanford,Osceola County,5848
76120,91265,76120,Fort Worth,TX,Dallas-Fort Worth-Arlington,Tarrant County,5849
49401,79720,49401,Allendale,MI,Grand Rapids-Wyoming,Ottawa County,5850
68128,87875,68128,La Vista,NE,Omaha-Council Bluffs,Sarpy County,5851
48334,79144,48334,Farmington Hills,MI,Detroit-Warren-Dearborn,Oakland County,5852
86005,698721,86005,Flagstaff,AZ,Flagstaff,Coconino County,5854
21214,66824,21214,Baltimore,MD,Baltimore-Columbia-Towson,Baltimore City,5855
91506,96438,91506,Burbank,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5856
19008,65690,19008,Broomall,PA,Philadelphia-Camden-Wilmington,Delaware County,5857
55344,82196,55344,Eden Prairie,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,5858
78374,92419,78374,Portland,TX,Corpus Christi,San Patricio County,5859
29410,70454,29410,Hanahan,SC,Charleston-North Charleston,Berkeley County,5860
91731,96478,91731,El Monte,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5861
59937,84270,59937,Whitefish,MT,Kalispell,Flathead County,5862
02190,58680,02190,Weymouth,MA,Boston-Cambridge-Newton,Norfolk County,5863
19341,65866,19341,Exton,PA,Philadelphia-Camden-Wilmington,Chester County,5864
10303,61779,10303,New York,NY,New York-Newark-Jersey City,Richmond County,5865
70435,88590,70435,Covington,LA,New Orleans-Metairie,Saint Tammany Parish,5866
76177,91290,76177,Fort Worth,TX,Dallas-Fort Worth-Arlington,Tarrant County,5867
28387,69912,28387,Southern Pines,NC,Pinehurst-Southern Pines,Moore County,5868
44278,77107,44278,Tallmadge,OH,Akron,Summit County,5869
02152,58664,02152,Winthrop,MA,Boston-Cambridge-Newton,Suffolk County,5870
